,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videoID,embeds,category
68,2026-09-20T05:39:09Z,UCsY17ZnXg_Gmt9bWz49HoWw,Creator skills is worth more than degrees,Join this channel to get access to perks: https://www.youtube.com/channel/UCsY17ZnXg_Gmt9bWz49HoWw/join.,"{'default': {'url': 'https://i.ytimg.com/vi/7G7aqj7SqJM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/7G7aqj7SqJM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/7G7aqj7SqJM/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/7G7aqj7SqJM/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/7G7aqj7SqJM/maxresdefault.jpg', 'width': 1280, 'height': 720}}",19KEYS NETWORK,none,2026-09-20T05:39:09Z,7G7aqj7SqJM,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/7G7aqj7SqJM"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Productivity
50,2026-09-20T04:53:41Z,UCHVBLMcvOgDtFEF2bToQLqw,Christians caught worshiping Him,Christians caught worshiping Him.,"{'default': {'url': 'https://i.ytimg.com/vi/WMZmD3vEAMc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/WMZmD3vEAMc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/WMZmD3vEAMc/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/WMZmD3vEAMc/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/WMZmD3vEAMc/maxresdefault.jpg', 'width': 1280, 'height': 720}}",We Woke Now,none,2026-09-20T04:53:41Z,WMZmD3vEAMc,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/WMZmD3vEAMc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
2,2026-09-20T03:35:29Z,UCL0u5uz7KZ9q-pe-VC8TY-w,Candace&#39;s *ALLEGED* Speeding Tickets,,"{'default': {'url': 'https://i.ytimg.com/vi/1FHXr1yjZ-E/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/1FHXr1yjZ-E/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/1FHXr1yjZ-E/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/1FHXr1yjZ-E/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/1FHXr1yjZ-E/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Candace Owens,none,2026-09-20T03:35:29Z,1FHXr1yjZ-E,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/1FHXr1yjZ-E"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
45,2026-09-20T03:11:50Z,UCbB_WVM-e7nuhWd_FB_8KBQ,Egypt Opened The Best Museum In The World | One54 Africa Podcast,Egypt just opened the grand museum which is supposed to be the best museum in the world.” -Mena Massoud Watch the full ...,"{'default': {'url': 'https://i.ytimg.com/vi/2YL_WEwfKrI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/2YL_WEwfKrI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/2YL_WEwfKrI/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/2YL_WEwfKrI/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/2YL_WEwfKrI/maxresdefault.jpg', 'width': 1280, 'height': 720}}",One54 Africa,none,2026-09-20T03:11:50Z,2YL_WEwfKrI,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/2YL_WEwfKrI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
41,2026-09-20T02:00:36Z,UCwbP4USYrniJGROwQNiwH-Q,Women DON&#39;T CARE About What Men Think &amp; This Is Why Men Are Done,"Husband's NEW Singles Here: Purchase HERE: https://paigeandderson.bandcamp.com/music Hey Loves, Make Sure You Hit ...","{'default': {'url': 'https://i.ytimg.com/vi/NlBoUsexp-Q/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/NlBoUsexp-Q/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/NlBoUsexp-Q/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/NlBoUsexp-Q/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/NlBoUsexp-Q/maxresdefault.jpg', 'width': 1280, 'height': 720}}",DeeDeesReactions,none,2026-09-20T02:00:36Z,NlBoUsexp-Q,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/NlBoUsexp-Q"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
0,2026-09-20T01:52:24Z,UCKZGcrxRAhdUi58Mdr565mw,Phoenix Fury Ignites TIFF: African Cinema Takes Centre Stage 🔥,"Efia Tekyi-Annan reports on Phoenix Fury's debut at the Toronto International Film Festival (TIFF), highlighting an exciting moment ...","{'default': {'url': 'https://i.ytimg.com/vi/1sZeCTlDJX0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/1sZeCTlDJX0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/1sZeCTlDJX0/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/1sZeCTlDJX0/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/1sZeCTlDJX0/maxresdefault.jpg', 'width': 1280, 'height': 720}}",African Diaspora News Channel,none,2026-09-20T01:52:24Z,1sZeCTlDJX0,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/1sZeCTlDJX0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
69,2026-09-20T01:30:34Z,UCAvjYgmwadC682OoC4Cc6TQ,ANTHONY EDWARDS HAS A DIFFERENT MINDSET THAN MODERN NBA PLAYERS,Presented by Polymarket - the world's largest prediction market. Use code ARENA when you sign up for a $50 bonus with a ...,"{'default': {'url': 'https://i.ytimg.com/vi/Vs92PfZviDM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Vs92PfZviDM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Vs92PfZviDM/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/Vs92PfZviDM/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/Vs92PfZviDM/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Gil's Arena,none,2026-09-20T01:30:34Z,Vs92PfZviDM,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Vs92PfZviDM"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Sports
6,2026-09-19T22:15:38Z,UCKLSjhp6XZUEYDT1DMcrj8w,Brave Ghanaian Kwesi Pratt without FEAR EXPOSES U.S. Military Deal Africans NEVER know,A major debate is erupting in Ghana—and Africa needs to pay attention. Veteran Ghanaian journalist and Pan-Africanist Kwesi ...,"{'default': {'url': 'https://i.ytimg.com/vi/BvAOWxFMbdg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/BvAOWxFMbdg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/BvAOWxFMbdg/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/BvAOWxFMbdg/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/BvAOWxFMbdg/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Make Afrika Great ,none,2026-09-19T22:15:38Z,BvAOWxFMbdg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/BvAOWxFMbdg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
24,2026-09-19T22:00:35Z,UCC0XWOgSBcwNstXbPX2cbpg,Raised in a Black Family as a WHlTE - White on the 0utside Black at HEART!,"For copyright matters, takedown, or complaint please contact: historicalafrika@gmail.com ✓COPYRIGHT DISCLAIMER Historical ...","{'default': {'url': 'https://i.ytimg.com/vi/gHeHOli0oPY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/gHeHOli0oPY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/gHeHOli0oPY/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/gHeHOli0oPY/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/gHeHOli0oPY/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Historical Africa,none,2026-09-19T22:00:35Z,gHeHOli0oPY,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/gHeHOli0oPY"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",History
46,2026-09-19T21:40:59Z,UCyRi9CRrBDeTITC211YfcMg,How the CIA &amp; USAID Used Hip-Hop As a Weapon in SENEGAL,"Exploring Senegal history through the lens of colonial theft, social resistance, and modern youth activism.The video begins with ...","{'default': {'url': 'https://i.ytimg.com/vi/Qz1TtPeUyKg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Qz1TtPeUyKg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Qz1TtPeUyKg/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/Qz1TtPeUyKg/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/Qz1TtPeUyKg/maxresdefault.jpg', 'width': 1280, 'height': 720}, 'fhd': {'url': 'https://i.ytimg.com/vi/Qz1TtPeUyKg/fhddefault.jpg', 'width': 1920, 'height': 1080}}",Pan African Updates,none,2026-09-19T21:40:59Z,Qz1TtPeUyKg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Qz1TtPeUyKg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
