,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videoID,embeds,category
18,2026-09-26T04:14:57Z,UC4m46pCBkMEyy8gk26WKqbA,BROKEN PLAY | THE BEST OF SEASON 4 | NAVV GREENE FT. JOJO ALONSO &amp; REGGIE BALL,"This week on Broken Play, we're kicking off Season 5 with a watch party for the Green Bay Packers vs. Atlanta Falcons! From wild ...","{'default': {'url': 'https://i.ytimg.com/vi/dgzIA6rfOUg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/dgzIA6rfOUg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/dgzIA6rfOUg/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/dgzIA6rfOUg/sddefault.jpg', 'width': 640, 'height': 480}}",The 85 South Comedy Show,none,2026-09-26T04:14:57Z,dgzIA6rfOUg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/dgzIA6rfOUg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Entertainment
45,2026-09-26T03:00:35Z,UCbB_WVM-e7nuhWd_FB_8KBQ,Donald Trump Reacts To Kwame&#39;s Cooking | One54 Africa Podcast,"""I'd like to go to Black restaurant's."" - Godfrey Watch the full episode on One54 Africa YouTube! And listen on iHeart or wherever ...","{'default': {'url': 'https://i.ytimg.com/vi/8SbgqiivOkU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/8SbgqiivOkU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/8SbgqiivOkU/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/8SbgqiivOkU/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/8SbgqiivOkU/maxresdefault.jpg', 'width': 1280, 'height': 720}}",One54 Africa,none,2026-09-26T03:00:35Z,8SbgqiivOkU,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/8SbgqiivOkU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
32,2026-09-26T02:51:59Z,UCIwGnOXoSXEI7Tooz3iKq5w,The Pre-Roman civilization and what they looked like,,"{'default': {'url': 'https://i.ytimg.com/vi/867jSTVXj20/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/867jSTVXj20/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/867jSTVXj20/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/867jSTVXj20/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/867jSTVXj20/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Without History,none,2026-09-26T02:51:59Z,867jSTVXj20,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/867jSTVXj20"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",History
44,2026-09-26T02:30:30Z,UCrPq2ekHx2vZtuyG3wUx0_g,Guess What Was Found In Nola Wells&#39; Phone? | OTSOG Saturday ive,Nolan Wells' attorney talks about grand jury findings: https://www.youtube.com/watch?v=sCdwQ5GNo10 BM Are The Cancer Of ...,"{'default': {'url': 'https://i.ytimg.com/vi/06ogQBnt7NY/default_live.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/06ogQBnt7NY/mqdefault_live.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/06ogQBnt7NY/hqdefault_live.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/06ogQBnt7NY/sddefault_live.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/06ogQBnt7NY/maxresdefault_live.jpg', 'width': 1280, 'height': 720}}",On the Shoulders of Giants ,upcoming,2026-09-26T02:30:30Z,06ogQBnt7NY,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/06ogQBnt7NY"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
41,2026-09-26T02:00:01Z,UCwbP4USYrniJGROwQNiwH-Q,Couples of Other Races WORK TOGETHER! | Black Women Stop Being BUMS,"Husband's NEW Singles Here: Purchase HERE: https://paigeandderson.bandcamp.com/music Hey Loves, Make Sure You Hit ...","{'default': {'url': 'https://i.ytimg.com/vi/uBBnxSITKvo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/uBBnxSITKvo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/uBBnxSITKvo/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/uBBnxSITKvo/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/uBBnxSITKvo/maxresdefault.jpg', 'width': 1280, 'height': 720}}",DeeDeesReactions,none,2026-09-26T02:00:01Z,uBBnxSITKvo,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/uBBnxSITKvo"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
1,2026-09-26T01:01:41Z,UCKZGcrxRAhdUi58Mdr565mw,Joy Reid Pleads With Black Men To Vote &amp; Protect Black Women At The Polls,"African Diaspora News Channel, founded by Phillip Scott, is human-led, Black-centered media committed to speaking truth to ...","{'default': {'url': 'https://i.ytimg.com/vi/9oLxGLqAQ9w/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/9oLxGLqAQ9w/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/9oLxGLqAQ9w/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/9oLxGLqAQ9w/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/9oLxGLqAQ9w/maxresdefault.jpg', 'width': 1280, 'height': 720}, 'fhd': {'url': 'https://i.ytimg.com/vi/9oLxGLqAQ9w/fhddefault.jpg', 'width': 1920, 'height': 1080}}",African Diaspora News Channel,none,2026-09-26T01:01:41Z,9oLxGLqAQ9w,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/9oLxGLqAQ9w"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
4,2026-09-26T00:56:07Z,UCzuqE7-t13O4NIDYJfakrhw,Trump vs. the ICC,The United States is continuing its assault on the International Criminal Court. Can the world fight back?,"{'default': {'url': 'https://i.ytimg.com/vi/AX67cUW24eI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/AX67cUW24eI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/AX67cUW24eI/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/AX67cUW24eI/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/AX67cUW24eI/maxresdefault.jpg', 'width': 1280, 'height': 720}, 'qhd': {'url': 'https://i.ytimg.com/vi/AX67cUW24eI/qhddefault.jpg', 'width': 2560, 'height': 1440}}",Democracy Now!,none,2026-09-26T00:56:07Z,AX67cUW24eI,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/AX67cUW24eI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
46,2026-09-25T22:53:45Z,UCyRi9CRrBDeTITC211YfcMg,African Americans Moved to Africa… Then THIS Happened,"Moving to Africa is often romanticized, but what happens when the reality sets in? We examine the challenges of relocation.","{'default': {'url': 'https://i.ytimg.com/vi/GvxSfXg_QlQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/GvxSfXg_QlQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/GvxSfXg_QlQ/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/GvxSfXg_QlQ/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/GvxSfXg_QlQ/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Pan African Updates,none,2026-09-25T22:53:45Z,GvxSfXg_QlQ,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/GvxSfXg_QlQ"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
3,2026-09-25T22:30:52Z,UCL0u5uz7KZ9q-pe-VC8TY-w,WE WERE RIGHT! UVU Releases Their Independent Review. | Ep 394,"Utah Valley University has published an independent review of the events surrounding Sept 10, 2025 and I will take you through it ...","{'default': {'url': 'https://i.ytimg.com/vi/bIuvTKlFeGo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/bIuvTKlFeGo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/bIuvTKlFeGo/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/bIuvTKlFeGo/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/bIuvTKlFeGo/maxresdefault.jpg', 'width': 1280, 'height': 720}, 'fhd': {'url': 'https://i.ytimg.com/vi/bIuvTKlFeGo/fhddefault.jpg', 'width': 1920, 'height': 1080}}",Candace Owens,none,2026-09-25T22:30:52Z,bIuvTKlFeGo,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/bIuvTKlFeGo"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
70,2026-09-25T22:30:23Z,UCAvjYgmwadC682OoC4Cc6TQ,OKC&#39;S Championship Window is CLOSING...,Presented by Polymarket - the world's largest prediction market. Use code ARENA when you sign up for a $50 bonus with a ...,"{'default': {'url': 'https://i.ytimg.com/vi/q9A_iZqVSP0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/q9A_iZqVSP0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/q9A_iZqVSP0/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/q9A_iZqVSP0/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/q9A_iZqVSP0/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Gil's Arena,none,2026-09-25T22:30:23Z,q9A_iZqVSP0,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/q9A_iZqVSP0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Sports
