,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videoID,embeds,category
6,2026-09-22T04:00:35Z,UCKLSjhp6XZUEYDT1DMcrj8w,LIVE: Barbados PM FIRES BACK in New York — Powerful Message Goes Global,BARBADOS SPEAKS — AND THE WORLD IS LISTENING! Barbados Prime Minister Mia Mottley takes the global stage in New ...,"{'default': {'url': 'https://i.ytimg.com/vi/ervPhovB4ds/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ervPhovB4ds/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ervPhovB4ds/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/ervPhovB4ds/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/ervPhovB4ds/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Make Afrika Great ,none,2026-09-22T04:00:35Z,ervPhovB4ds,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/ervPhovB4ds"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
45,2026-09-22T03:00:16Z,UCbB_WVM-e7nuhWd_FB_8KBQ,Egyptian Arabic Translated | One54 Africa Podcast,"In Arabic the second letter comes first."" - Mena Massoud Watch the full episode on One54 Africa YouTube! And listen on iHeart or ...","{'default': {'url': 'https://i.ytimg.com/vi/-5ZuMkYrWaw/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/-5ZuMkYrWaw/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/-5ZuMkYrWaw/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/-5ZuMkYrWaw/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/-5ZuMkYrWaw/maxresdefault.jpg', 'width': 1280, 'height': 720}}",One54 Africa,none,2026-09-22T03:00:16Z,-5ZuMkYrWaw,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/-5ZuMkYrWaw"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
13,2026-09-22T02:21:14Z,UCehBVAPy-bxmnbNARF-_tvA,Fiber optic installer confronts commissioners over data center infrastructure,,"{'default': {'url': 'https://i.ytimg.com/vi/HqMkt_WdeuQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/HqMkt_WdeuQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/HqMkt_WdeuQ/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/HqMkt_WdeuQ/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/HqMkt_WdeuQ/maxresdefault.jpg', 'width': 1280, 'height': 720}}",More Perfect Union,none,2026-09-22T02:21:14Z,HqMkt_WdeuQ,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/HqMkt_WdeuQ"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
34,2026-09-22T02:17:01Z,UCRVsqvXIdgyPVS-a6fGa1lA,"NASDAQ HITS AN ALL-TIME HIGH, AMD REACHES $1 TRILLION, META RALLIES &amp; CORDAE’S INVESTMENT JOURNEY📈","EYL UNIVERSITY 3 YEAR DEAL! (10 SPOTS ADDED) goto https://eyluniversity.com/ On this episode of Market Mondays, we ...","{'default': {'url': 'https://i.ytimg.com/vi/H3jqco0tSgg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/H3jqco0tSgg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/H3jqco0tSgg/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/H3jqco0tSgg/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/H3jqco0tSgg/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Earn Your Leisure,none,2026-09-22T02:17:01Z,H3jqco0tSgg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/H3jqco0tSgg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Productivity
41,2026-09-22T02:00:08Z,UCwbP4USYrniJGROwQNiwH-Q,More Men Are OPTING OUT of Dating &amp; Marriage This Is Why,"Husband's NEW Singles Here: Purchase HERE: https://paigeandderson.bandcamp.com/music Hey Loves, Make Sure You Hit ...","{'default': {'url': 'https://i.ytimg.com/vi/fSsCsK6pUoU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/fSsCsK6pUoU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/fSsCsK6pUoU/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/fSsCsK6pUoU/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/fSsCsK6pUoU/maxresdefault.jpg', 'width': 1280, 'height': 720}}",DeeDeesReactions,none,2026-09-22T02:00:08Z,fSsCsK6pUoU,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/fSsCsK6pUoU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
67,2026-09-22T01:57:56Z,UCHzCimqhvPhCH75h80pXM1Q,AI Compute: The New Oil &amp; The Data Center Fight,"The smartest minds are investing heavily in AI, driving demand for compute power. Data centers face challenges, but labor unions ...","{'default': {'url': 'https://i.ytimg.com/vi/5tggulETxqU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/5tggulETxqU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/5tggulETxqU/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/5tggulETxqU/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/5tggulETxqU/maxresdefault.jpg', 'width': 1280, 'height': 720}}",The Black Business School  ,none,2026-09-22T01:57:56Z,5tggulETxqU,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/5tggulETxqU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Productivity
2,2026-09-22T01:38:24Z,UCL0u5uz7KZ9q-pe-VC8TY-w,Erika Kirk&#39;s Air Force Charlie&#39;s Go VIRAL...,,"{'default': {'url': 'https://i.ytimg.com/vi/TpegQXzHyBk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/TpegQXzHyBk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/TpegQXzHyBk/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/TpegQXzHyBk/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/TpegQXzHyBk/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Candace Owens,none,2026-09-22T01:38:24Z,TpegQXzHyBk,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/TpegQXzHyBk"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
0,2026-09-22T00:53:02Z,UCKZGcrxRAhdUi58Mdr565mw,Why FBAs Are Expected To Lead Pan-Africanism When Other Nations In The Diaspora Don&#39;t Believe In It,"African Diaspora News Channel, founded by Phillip Scott, is human-led, Black-centered media committed to speaking truth to ...","{'default': {'url': 'https://i.ytimg.com/vi/TIPYwAH9ndE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/TIPYwAH9ndE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/TIPYwAH9ndE/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/TIPYwAH9ndE/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/TIPYwAH9ndE/maxresdefault.jpg', 'width': 1280, 'height': 720}, 'fhd': {'url': 'https://i.ytimg.com/vi/TIPYwAH9ndE/fhddefault.jpg', 'width': 1920, 'height': 1080}}",African Diaspora News Channel,none,2026-09-22T00:53:02Z,TIPYwAH9ndE,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/TIPYwAH9ndE"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
35,2026-09-22T00:38:57Z,UCDsOKnUQnQek7-G7Xc5kB8Q,Stop Trying to Build Your Own Audience,,"{'default': {'url': 'https://i.ytimg.com/vi/69aZn6LBp1g/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/69aZn6LBp1g/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/69aZn6LBp1g/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/69aZn6LBp1g/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/69aZn6LBp1g/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Social Proof,none,2026-09-22T00:38:57Z,69aZn6LBp1g,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/69aZn6LBp1g"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Productivity
42,2026-09-22T00:24:26Z,UCwZ2vurIl_X8rv0Dv4mu12A,America&#39;s obsession with Cuba,An eye-opening history lesson on America's long-standing relationship with Cuba. @comraderalph offered powerful historical ...,"{'default': {'url': 'https://i.ytimg.com/vi/kgHikupL6-c/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/kgHikupL6-c/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/kgHikupL6-c/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/kgHikupL6-c/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/kgHikupL6-c/maxresdefault.jpg', 'width': 1280, 'height': 720}}",I Never Knew Tv,none,2026-09-22T00:24:26Z,kgHikupL6-c,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/kgHikupL6-c"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
