,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videoID,embeds,category
0,2026-09-25T04:51:18Z,UCG7uFJVZsxQRwDssom9Pavw,United Nations General Assembly World Leaders Speeches #UNGA81 DAY 3,The high-level General Debate for the 81st session of the United Nations General Assembly (UNGA 81)day 3. Leaders and ...,"{'default': {'url': 'https://i.ytimg.com/vi/Pw76RsmhZvg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Pw76RsmhZvg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Pw76RsmhZvg/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/Pw76RsmhZvg/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/Pw76RsmhZvg/maxresdefault.jpg', 'width': 1280, 'height': 720}}",2nacheki,none,2026-09-25T04:51:18Z,Pw76RsmhZvg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Pw76RsmhZvg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
73,2026-09-25T04:41:45Z,UCSlLff7uX8i8uUpB1MnhN2Q,Netanyahu IN NEW YORK?,ToyaG: https://www.tiktok.com/@profgreenHD Political Plug: https://www.tiktok.com/@thepoliticalplug Conscious Lee: ...,"{'default': {'url': 'https://i.ytimg.com/vi/Hxk6VdOh0u0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Hxk6VdOh0u0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Hxk6VdOh0u0/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/Hxk6VdOh0u0/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/Hxk6VdOh0u0/maxresdefault.jpg', 'width': 1280, 'height': 720}}",The Conscious Lee,none,2026-09-25T04:41:45Z,Hxk6VdOh0u0,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Hxk6VdOh0u0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
20,2026-09-25T03:36:31Z,UC4m46pCBkMEyy8gk26WKqbA,Broken Play | Falcons Vs Packers Watch Party,85southshow We're streaming Channel 85 exclusives. Watch the real now on https://www.channeleightyfive.com/,"{'default': {'url': 'https://i.ytimg.com/vi/P2F-25PGm4Y/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/P2F-25PGm4Y/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/P2F-25PGm4Y/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/P2F-25PGm4Y/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/P2F-25PGm4Y/maxresdefault.jpg', 'width': 1280, 'height': 720}}",The 85 South Comedy Show,none,2026-09-25T03:36:31Z,P2F-25PGm4Y,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/P2F-25PGm4Y"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Entertainment
13,2026-09-25T03:32:56Z,UC-4h1XQ47sf0vbFwJvuBhEA,🔴 LIVE | World Leaders Address the United Nations General Assembly 2026,United Nations General Assembly 2026 - UNGA 81 GENERAL DEBATE LIVE | Donald Trump & World Leaders Address the ...,"{'default': {'url': 'https://i.ytimg.com/vi/40EY7r3qd3o/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/40EY7r3qd3o/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/40EY7r3qd3o/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/40EY7r3qd3o/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/40EY7r3qd3o/maxresdefault.jpg', 'width': 1280, 'height': 720}}",The New Africa Channel,none,2026-09-25T03:32:56Z,40EY7r3qd3o,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/40EY7r3qd3o"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
47,2026-09-25T03:00:12Z,UCbB_WVM-e7nuhWd_FB_8KBQ,Sweet Plantains Vs. Green Plantains | One54 Africa Podcast,"""I'm not a sweet plantain guy."" - Kwame Onwauchi Watch the full episode on One54 Africa YouTube! And listen on iHeart or ...","{'default': {'url': 'https://i.ytimg.com/vi/HgxbbDiGvzo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/HgxbbDiGvzo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/HgxbbDiGvzo/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/HgxbbDiGvzo/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/HgxbbDiGvzo/maxresdefault.jpg', 'width': 1280, 'height': 720}}",One54 Africa,none,2026-09-25T03:00:12Z,HgxbbDiGvzo,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/HgxbbDiGvzo"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
2,2026-09-25T02:58:32Z,UCiinSjWS3E0vtAa3DCvp7iA,"Thousands protest Netanyahu at UNGA, demand his arrest",Thousands of New Yorkers took to the streets to protest Israeli Prime Minister Benjamin Netanyahu. Netanyahu arrived on ...,"{'default': {'url': 'https://i.ytimg.com/vi/UZu-RvFhECI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/UZu-RvFhECI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/UZu-RvFhECI/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/UZu-RvFhECI/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/UZu-RvFhECI/maxresdefault.jpg', 'width': 1280, 'height': 720}, 'qhd': {'url': 'https://i.ytimg.com/vi/UZu-RvFhECI/qhddefault.jpg', 'width': 2560, 'height': 1440}}",BreakThrough News,none,2026-09-25T02:58:32Z,UZu-RvFhECI,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/UZu-RvFhECI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
46,2026-09-25T02:58:10Z,UCrPq2ekHx2vZtuyG3wUx0_g,Are Toxic Relationships The New Norm? | Featuring @heavyhooks31 &amp; Dee ,Join this channel to get access to perks: https://www.youtube.com/channel/UCrPq2ekHx2vZtuyG3wUx0_g/join OTSOG Book ...,"{'default': {'url': 'https://i.ytimg.com/vi/l8gpCXt98Sg/default_live.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/l8gpCXt98Sg/mqdefault_live.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/l8gpCXt98Sg/hqdefault_live.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/l8gpCXt98Sg/sddefault_live.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/l8gpCXt98Sg/maxresdefault_live.jpg', 'width': 1280, 'height': 720}}",On the Shoulders of Giants ,upcoming,2026-09-25T02:58:10Z,l8gpCXt98Sg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/l8gpCXt98Sg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
11,2026-09-25T02:50:49Z,UCeUtB7lGgo5ZVIVzqELT-1A,"NETANAYHU UN SPEECH, TRUMP OIL EXPORT, JOY REID REVEAL, EL SAYED CONFRONTED, BLACK PASTORS DEMANDS",Website: https://sabbysabs.com/ Patreon: https://www.patreon.com/SabrinaSalvati PayPal: ...,"{'default': {'url': 'https://i.ytimg.com/vi/kercrdZQVfI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/kercrdZQVfI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/kercrdZQVfI/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/kercrdZQVfI/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/kercrdZQVfI/maxresdefault.jpg', 'width': 1280, 'height': 720}, 'uhd': {'url': 'https://i.ytimg.com/vi/kercrdZQVfI/uhddefault.jpg', 'width': 3840, 'height': 2160}}",Sabby Sabs,none,2026-09-25T02:50:49Z,kercrdZQVfI,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/kercrdZQVfI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
70,2026-09-25T02:43:21Z,UCQoxJOkwaCgyzQtiuAIDcuw,Joseline Hernandez Turned Down $50K Per Episode To Join The Real I CLUB SHAY SHAY,"Joseline Hernandez Turned Down $50K Per Episode To Join The Real ""That was then. But now, I have my own section on my ...","{'default': {'url': 'https://i.ytimg.com/vi/a-f7eBzDzO8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/a-f7eBzDzO8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/a-f7eBzDzO8/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/a-f7eBzDzO8/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/a-f7eBzDzO8/maxresdefault.jpg', 'width': 1280, 'height': 720}, 'fhd': {'url': 'https://i.ytimg.com/vi/a-f7eBzDzO8/fhddefault.jpg', 'width': 1920, 'height': 1080}}",Club Shay Shay,none,2026-09-25T02:43:21Z,a-f7eBzDzO8,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/a-f7eBzDzO8"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
43,2026-09-25T02:00:27Z,UCwbP4USYrniJGROwQNiwH-Q,Don&#39;t Trust The BAD B&#39;s Beauty Influencers,"Husband's NEW Singles Here: Purchase HERE: https://paigeandderson.bandcamp.com/music Hey Loves, Make Sure You Hit ...","{'default': {'url': 'https://i.ytimg.com/vi/cJOwoPZDIBA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/cJOwoPZDIBA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/cJOwoPZDIBA/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/cJOwoPZDIBA/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/cJOwoPZDIBA/maxresdefault.jpg', 'width': 1280, 'height': 720}}",DeeDeesReactions,none,2026-09-25T02:00:27Z,cJOwoPZDIBA,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/cJOwoPZDIBA"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
