,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videoID,embeds,category
2,2026-09-21T05:42:15Z,UCL0u5uz7KZ9q-pe-VC8TY-w,Candace + Ye = Peak,,"{'default': {'url': 'https://i.ytimg.com/vi/iY2-mnPAWFg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/iY2-mnPAWFg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/iY2-mnPAWFg/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/iY2-mnPAWFg/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/iY2-mnPAWFg/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Candace Owens,none,2026-09-21T05:42:15Z,iY2-mnPAWFg,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/iY2-mnPAWFg"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
50,2026-09-21T03:36:59Z,UCHVBLMcvOgDtFEF2bToQLqw,"144,000 the Sealed Ones",144000 the Sealed Ones.,"{'default': {'url': 'https://i.ytimg.com/vi/0CtTAqwAuNk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/0CtTAqwAuNk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/0CtTAqwAuNk/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/0CtTAqwAuNk/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/0CtTAqwAuNk/maxresdefault.jpg', 'width': 1280, 'height': 720}}",We Woke Now,none,2026-09-21T03:36:59Z,0CtTAqwAuNk,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/0CtTAqwAuNk"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
45,2026-09-21T03:00:36Z,UCbB_WVM-e7nuhWd_FB_8KBQ,Egypt Is One Of The Safest Countries | One54 Africa Podcast,"""A lot of people think Egypt is dangerous. Egypt, in my opinion is one of the safest countries in the world."" - Mena Massoud Watch ...","{'default': {'url': 'https://i.ytimg.com/vi/hX8JUEUdPIo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/hX8JUEUdPIo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/hX8JUEUdPIo/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/hX8JUEUdPIo/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/hX8JUEUdPIo/maxresdefault.jpg', 'width': 1280, 'height': 720}}",One54 Africa,none,2026-09-21T03:00:36Z,hX8JUEUdPIo,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/hX8JUEUdPIo"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
0,2026-09-21T02:28:50Z,UCKZGcrxRAhdUi58Mdr565mw,"What Does It Really Mean To Be A High Impact Woman? | Health, Wealth &amp; Power","What does it really mean to be a High Impact Woman? In this special ADNC conversation, Efia Tekyi-Annan sits down with women ...","{'default': {'url': 'https://i.ytimg.com/vi/hi-iTm-XpL8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/hi-iTm-XpL8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/hi-iTm-XpL8/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/hi-iTm-XpL8/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/hi-iTm-XpL8/maxresdefault.jpg', 'width': 1280, 'height': 720}}",African Diaspora News Channel,none,2026-09-21T02:28:50Z,hi-iTm-XpL8,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/hi-iTm-XpL8"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
41,2026-09-21T02:00:13Z,UCwbP4USYrniJGROwQNiwH-Q,Older Woman HUMBLED After Thinking She&#39;s A TOP TIER Woman At 51 &amp; Men Don&#39;t Approach Her!,Older Woman HUMBLED After Thinking She's A TOP TIER Woman At 51 & Men Don't Approach Her! NEW Singles Here: ...,"{'default': {'url': 'https://i.ytimg.com/vi/iUOpm5GRvAU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/iUOpm5GRvAU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/iUOpm5GRvAU/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/iUOpm5GRvAU/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/iUOpm5GRvAU/maxresdefault.jpg', 'width': 1280, 'height': 720}}",DeeDeesReactions,none,2026-09-21T02:00:13Z,iUOpm5GRvAU,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/iUOpm5GRvAU"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
67,2026-09-21T00:16:27Z,UCQoxJOkwaCgyzQtiuAIDcuw,“Good P*ssy &amp; Good Money.” - Joseline Hernandez On Cher Taking Amber Rose’s Man I CLUB SHAY SHAY,"Good P*ssy & Good Money.” - Joseline Hernandez On Cher Taking Amber Rose's Man “Listen, Cher is a bad b*tch though!","{'default': {'url': 'https://i.ytimg.com/vi/2ZuIezLPtdc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/2ZuIezLPtdc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/2ZuIezLPtdc/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/2ZuIezLPtdc/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/2ZuIezLPtdc/maxresdefault.jpg', 'width': 1280, 'height': 720}, 'fhd': {'url': 'https://i.ytimg.com/vi/2ZuIezLPtdc/fhddefault.jpg', 'width': 1920, 'height': 1080}}",Club Shay Shay,none,2026-09-21T00:16:27Z,2ZuIezLPtdc,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/2ZuIezLPtdc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
10,2026-09-21T00:08:02Z,UCeUtB7lGgo5ZVIVzqELT-1A,"US PLANS FOR FULL MIDDLE EAST WAR, ED SHEERAN CRIES, EL SAYED SHOCK, BOEBERT ACCUSED, JAY-Z  ZIONIST",Website: https://sabbysabs.com/ Patreon: https://www.patreon.com/SabrinaSalvati PayPal: ...,"{'default': {'url': 'https://i.ytimg.com/vi/xdnmvGJJgS4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/xdnmvGJJgS4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/xdnmvGJJgS4/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/xdnmvGJJgS4/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/xdnmvGJJgS4/maxresdefault.jpg', 'width': 1280, 'height': 720}, 'uhd': {'url': 'https://i.ytimg.com/vi/xdnmvGJJgS4/uhddefault.jpg', 'width': 3840, 'height': 2160}}",Sabby Sabs,none,2026-09-21T00:08:02Z,xdnmvGJJgS4,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/xdnmvGJJgS4"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
1,2026-09-20T23:24:34Z,UCiinSjWS3E0vtAa3DCvp7iA,"BREAKING: Austin erupts in protest after ICE shoots, injures man","BREAKING Protests have erupted in Austin, Texas after ICE shot an unidentified man earlier today. The victim reportedly has ...","{'default': {'url': 'https://i.ytimg.com/vi/wPSX9aCyqlo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/wPSX9aCyqlo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/wPSX9aCyqlo/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/wPSX9aCyqlo/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/wPSX9aCyqlo/maxresdefault.jpg', 'width': 1280, 'height': 720}, 'qhd': {'url': 'https://i.ytimg.com/vi/wPSX9aCyqlo/qhddefault.jpg', 'width': 2560, 'height': 1440}}",BreakThrough News,none,2026-09-20T23:24:34Z,wPSX9aCyqlo,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/wPSX9aCyqlo"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
6,2026-09-20T22:15:23Z,UCKLSjhp6XZUEYDT1DMcrj8w,Prof PLO imaginary Letter to NKRUMAH,What would Prof. PLO Lumumba say to Kwame Nkrumah if he could write to him now? In this powerful imaginary letter to Kwame ...,"{'default': {'url': 'https://i.ytimg.com/vi/_CNC6nGVDtE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/_CNC6nGVDtE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/_CNC6nGVDtE/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/_CNC6nGVDtE/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/_CNC6nGVDtE/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Make Afrika Great ,none,2026-09-20T22:15:23Z,_CNC6nGVDtE,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/_CNC6nGVDtE"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
24,2026-09-20T22:00:31Z,UCC0XWOgSBcwNstXbPX2cbpg,Trump is Now AFRAlD of Black People After Hearing This POWERFUL Message from a B0LD Black Preacher.,"For copyright matters, takedown, or complaint please contact: historicalafrika@gmail.com Al Sharpton is an American civil rights ...","{'default': {'url': 'https://i.ytimg.com/vi/NhjrLtUd8Bk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/NhjrLtUd8Bk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/NhjrLtUd8Bk/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/NhjrLtUd8Bk/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/NhjrLtUd8Bk/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Historical Africa,none,2026-09-20T22:00:31Z,NhjrLtUd8Bk,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/NhjrLtUd8Bk"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",History
