,publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videoID,embeds,category
69,2026-09-24T05:54:51Z,UCHzCimqhvPhCH75h80pXM1Q,Worst NBA Deal EVER? The Astonishing Cost of Money,"Signing the NBA's top player to a lifetime deal for pocket change? This contract's true value, factoring in time, is shockingly low.","{'default': {'url': 'https://i.ytimg.com/vi/WoG-zXomNCQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/WoG-zXomNCQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/WoG-zXomNCQ/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/WoG-zXomNCQ/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/WoG-zXomNCQ/maxresdefault.jpg', 'width': 1280, 'height': 720}}",The Black Business School  ,none,2026-09-24T05:54:51Z,WoG-zXomNCQ,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/WoG-zXomNCQ"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Productivity
7,2026-09-24T05:03:04Z,UCKLSjhp6XZUEYDT1DMcrj8w,Burkina Faso PM BREAKS SILENCE — His Message Is Shaking AFRICA,Something powerful is unfolding in Burkina Faso. Prime Minister Rimtalba Jean Emmanuel Ouédraogo has delivered a bold ...,"{'default': {'url': 'https://i.ytimg.com/vi/Bs6pCq099vc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Bs6pCq099vc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Bs6pCq099vc/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/Bs6pCq099vc/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/Bs6pCq099vc/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Make Afrika Great ,none,2026-09-24T05:03:04Z,Bs6pCq099vc,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Bs6pCq099vc"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
36,2026-09-24T04:51:07Z,UCRVsqvXIdgyPVS-a6fGa1lA,"Master P on Building No Limit, Snoop Dogg, Cash Money &amp; Ownership Beyond Music",Master P was offered $1 million. He says he turned it down—and asked what he was really worth. What makes an offer worth ...,"{'default': {'url': 'https://i.ytimg.com/vi/MhJDKVq1lf4/default_live.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/MhJDKVq1lf4/mqdefault_live.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/MhJDKVq1lf4/hqdefault_live.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/MhJDKVq1lf4/sddefault_live.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/MhJDKVq1lf4/maxresdefault_live.jpg', 'width': 1280, 'height': 720}}",Earn Your Leisure,upcoming,2026-09-24T04:51:07Z,MhJDKVq1lf4,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/MhJDKVq1lf4"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Productivity
15,2026-09-24T04:42:05Z,UCHvnMsLnyQZscrq-fOckiiw,From Hillman to the Atlanta Falcons QB?! Cornell Young IV Talks A Different World,"From Hillman to the Atlanta Falcons?! At the Atlanta premiere of Netflix's A Different World, BlackTree TV's Jamaal Finkley ...","{'default': {'url': 'https://i.ytimg.com/vi/fmM9IksZOBo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/fmM9IksZOBo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/fmM9IksZOBo/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/fmM9IksZOBo/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/fmM9IksZOBo/maxresdefault.jpg', 'width': 1280, 'height': 720}}",BlackTree TV,none,2026-09-24T04:42:05Z,fmM9IksZOBo,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/fmM9IksZOBo"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Entertainment
20,2026-09-24T03:40:46Z,UC4m46pCBkMEyy8gk26WKqbA,BROKEN PLAY | THE BEST OF SEASON 4 | NAVV GREENE FT. JOJO ALONSO &amp; REGGIE BALL,85southshow #karlousmiller #dcyoungfly Subscribe To Our Streaming App Channel 85: https://bit.ly/Channel852026.,"{'default': {'url': 'https://i.ytimg.com/vi/zE2rgoDnx6A/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/zE2rgoDnx6A/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/zE2rgoDnx6A/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/zE2rgoDnx6A/sddefault.jpg', 'width': 640, 'height': 480}}",The 85 South Comedy Show,none,2026-09-24T03:40:46Z,zE2rgoDnx6A,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/zE2rgoDnx6A"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Entertainment
13,2026-09-24T03:17:45Z,UC-4h1XQ47sf0vbFwJvuBhEA,🔴 LIVE | World Leaders Address the United Nations General Assembly 2026,United Nations General Assembly 2026 - UNGA 81 GENERAL DEBATE LIVE | Donald Trump & World Leaders Address the ...,"{'default': {'url': 'https://i.ytimg.com/vi/CbPrhxILIp0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/CbPrhxILIp0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/CbPrhxILIp0/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/CbPrhxILIp0/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/CbPrhxILIp0/maxresdefault.jpg', 'width': 1280, 'height': 720}}",The New Africa Channel,none,2026-09-24T03:17:45Z,CbPrhxILIp0,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/CbPrhxILIp0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
47,2026-09-24T03:00:08Z,UCbB_WVM-e7nuhWd_FB_8KBQ,Nigerian Punishments In School | One54 Africa Podcast,"""Being a class clown, everyone gets punished."" - Kwame Onwauchi Watch the full episode on One54 Africa YouTube! And listen ...","{'default': {'url': 'https://i.ytimg.com/vi/Tx_eLurp3Nk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Tx_eLurp3Nk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Tx_eLurp3Nk/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/Tx_eLurp3Nk/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/Tx_eLurp3Nk/maxresdefault.jpg', 'width': 1280, 'height': 720}}",One54 Africa,none,2026-09-24T03:00:08Z,Tx_eLurp3Nk,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/Tx_eLurp3Nk"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
43,2026-09-24T02:00:31Z,UCwbP4USYrniJGROwQNiwH-Q,Modern Women Believe They&#39;re FAMOUS  &amp; In The HIGH CLASS of Society,"Husband's NEW Singles Here: Purchase HERE: https://paigeandderson.bandcamp.com/music Hey Loves, Make Sure You Hit ...","{'default': {'url': 'https://i.ytimg.com/vi/1_2e56aLDqo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/1_2e56aLDqo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/1_2e56aLDqo/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/1_2e56aLDqo/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/1_2e56aLDqo/maxresdefault.jpg', 'width': 1280, 'height': 720}}",DeeDeesReactions,none,2026-09-24T02:00:31Z,1_2e56aLDqo,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/1_2e56aLDqo"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Social Issues
72,2026-09-24T02:00:16Z,UCAvjYgmwadC682OoC4Cc6TQ,Will KD Finish the Season as A Houston Rocket?,Presented by Polymarket - the world's largest prediction market. Use code ARENA when you sign up for a $50 bonus with a ...,"{'default': {'url': 'https://i.ytimg.com/vi/xJJtjvT45yo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/xJJtjvT45yo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/xJJtjvT45yo/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/xJJtjvT45yo/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/xJJtjvT45yo/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Gil's Arena,none,2026-09-24T02:00:16Z,xJJtjvT45yo,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/xJJtjvT45yo"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Sports
0,2026-09-24T01:52:58Z,UCG7uFJVZsxQRwDssom9Pavw,United Nations General Assembly World Leaders Speeches #UNGA81 DAY 2,The high-level General Debate for the 81st session of the United Nations General Assembly (UNGA 81) kicks off in New York City ...,"{'default': {'url': 'https://i.ytimg.com/vi/28bREq6W4F0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/28bREq6W4F0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/28bREq6W4F0/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/28bREq6W4F0/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/28bREq6W4F0/maxresdefault.jpg', 'width': 1280, 'height': 720}}",2nacheki,none,2026-09-24T01:52:58Z,28bREq6W4F0,"<iframe width=""480"" height=""270"" src=""//www.youtube.com/embed/28bREq6W4F0"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" allowfullscreen></iframe>",Current Events
